Email,Address,Avatar,Avg. Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent,Cart_Abandonment_Rate,Returns_Per_Year,Customer_Service_Calls,Products_Viewed,Wishlist_Items,Payment_Method_Changes,Reviews_Written,Discount_Used_Percentage,Days_Since_Last_Purchase,Average_Order_Value
rskinner@johnson-jefferson.com,"24725 Neal Lock
Cynthiaville, NY 51578",OliveDrab,32.67515450844823,12.594194066191111,37.68387537364701,2.5717778354776577,444.5821649786528,0.13340028667946752,1,2,139.0,5,0,13.0,29.0,8,91.29
kiarakim@harris.org,"1502 Gonzalez Throughway
Kathrynchester, FM 86014-7194",Linen,32.99838766242905,10.946841939586896,37.64780805527063,3.8260306175375134,475.0154070877503,0.41085876637097474,3,7,30.0,9,2,18.0,26.0,29,156.42
rachelrodriguez@lara-waters.com,"35466 Tommy Stream
Port Daniellemouth, KS 68863-6330",LightSlateGray,33.9431185791017,11.48419869378604,36.83936583281821,2.402453833414224,436.7205558562188,0.32336169989432206,0,8,172.0,9,2,14.0,3.0,296,90.72
dbrown@gmail.com,"76666 Kathy Locks
Port Susan, ME 64335",Indigo,33.55210836340867,11.120870867123784,36.80837605948795,4.02781384191709,521.1953105318003,0.26968880369879056,1,0,66.0,9,2,16.0,11.0,209,185.64
mary45@gmail.com,"33213 Tanner Knolls Apt. 519
Whiteborough, OR 37119-7790",Lime,33.67683086814267,10.971392430875488,37.72236711094261,3.629339915268192,478.1830597118797,0.46254175403789444,2,8,58.0,5,0,8.0,10.0,128,106.21
marcusleach@floyd.org,"Unit 3998 Box 4348
DPO AA 37629",SteelBlue,32.64194636558817,11.588948579712495,36.32214091690131,3.189609941879746,432.48116855701767,0.14447899292246055,3,5,99.0,11,1,4.0,11.0,340,132.48
lmunoz@yahoo.com,"2100 Austin Camp Apt. 943
Anthonymouth, WV 24243-3781",Olive,33.42121218172261,10.706641521307748,35.76615350038372,3.393975043434297,438.30370784642975,0.29705004171634364,0,5,53.0,0,0,15.0,11.0,116,57.59
dvasquez@wiley.com,"967 Chloe Springs Suite 554
Lake Ashley, GA 03230",HoneyDew,32.76707608122926,11.07625934092972,34.77975050203264,2.574948470025072,388.9405487921943,0.10454145790696763,4,3,69.0,13,1,13.0,4.0,144,113.92
dylanmartin@hotmail.com,"42644 Helen Keys Apt. 103
Jessicahaven, KS 89406-1960",MidnightBlue,33.11995442833815,12.953262542191796,37.03427958207978,3.4720213800343784,534.7714849461672,0.28746425679765053,2,0,78.0,13,2,20.0,17.0,318,174.85
xkaufman@gmail.com,"02342 Melissa Islands
Smithhaven, KS 68335",DarkViolet,35.37187609232446,10.572466600106116,36.86218334634355,4.198349060814376,537.9157529213054,0.12252131027273494,1,9,128.0,8,2,7.0,26.0,235,170.85
jasonhensley@yahoo.com,"97262 Brian Skyway
Lake Marissa, GU 96859",Sienna,33.9760825800378,11.658036814224134,37.42527868006791,2.086348146609663,407.8763782204976,0.14752716650722877,1,7,180.0,1,1,18.0,20.0,7,83.65
gstrong@hotmail.com,"7875 Landry Road Apt. 947
Brownshire, NC 10074-7735",Pink,34.03416353106073,13.592512657946294,36.83865678634849,3.605933917733071,618.8459704239658,0.14701049871084196,2,1,144.0,4,1,12.0,24.0,45,83.91
arnoldsamuel@wilson.com,"949 Tapia Viaduct
Martinezfurt, CT 79271-8205",LightSkyBlue,32.77049215854934,11.371767361249,35.26149811626243,4.034386130357466,502.77107456549606,0.3596841208464254,1,0,77.0,8,0,23.0,6.0,239,172.6
scottrose@yahoo.com,"50639 Sarah Isle Apt. 268
Yangmouth, MO 05540",SaddleBrown,33.50381038174352,11.233414953540922,37.21115258135112,2.320550249888456,397.420584096457,0.39841795170616934,3,1,166.0,3,2,22.0,31.0,155,189.56
salazarkaren@hotmail.com,"51173 Burton Wall Apt. 417
Prestonville, NY 37002",SteelBlue,31.874551694585367,10.290350765056484,36.929761561703394,3.491093337009152,392.2852442462675,0.33334750603886387,0,0,34.0,10,0,22.0,29.0,181,64.3
susanibarra@yahoo.com,"426 Scott Radial Apt. 065
Abigailstad, MS 16590-2222",Thistle,32.53323998265473,14.121783839255324,38.40632901011416,5.320093863780987,689.2356997616951,0.48486901938981675,3,0,168.0,2,0,15.0,29.0,215,117.51
nhenry@hotmail.com,"3874 Harper Plaza
North Nancy, ME 96802-9462",BlanchedAlmond,34.85131416586477,12.41554196333362,37.67232248424959,3.130538462464844,543.1326262891694,0.24994823180948164,1,8,167.0,14,0,8.0,28.0,88,100.62
millerrachel@gallagher-nichols.com,"Unit 4742 Box 9517
DPO AE 67219-3123",Turquoise,34.21146128149797,10.770248917443364,34.649800047407126,4.985204970864011,577.7360248512277,0.2142848345127443,4,0,162.0,6,2,12.0,33.0,256,180.6
garciakevin@gmail.com,"845 Colleen Ways
Lake Matthewview, VT 65340-3159",Orange,33.45961931752967,12.664390524735165,36.36684324701071,1.726962043188511,436.5807403475482,0.4474396512757841,0,3,159.0,5,0,20.0,18.0,73,62.53
philliproberson@yahoo.com,"Unit 0373 Box 8981
DPO AA 89902",Beige,34.200539409318985,12.667808875387266,37.48704924855169,3.7016222869142337,553.9946735912697,0.18943833540778107,0,9,26.0,7,0,8.0,10.0,179,81.67
kstafford@estes-nguyen.com,"PSC 4856, Box 1297
APO AA 17032-7944",YellowGreen,31.169506798711588,13.970181074130446,36.67395273856423,1.7851739448879638,427.3565308022928,0.4852890157762445,2,5,167.0,2,0,19.0,20.0,212,162.87
kennethperry@bowen.org,"272 Frederick Lodge
East Andrew, FL 07414",SlateGray,32.518196813999246,11.509253453525044,36.59928908739349,3.0226757598626595,424.7287739291025,0.10486178987592654,2,6,52.0,4,0,10.0,25.0,293,57.69
prussell@lopez.com,"9985 Wolf Pass
Brandimouth, CA 63346",Bisque,34.523019620716326,11.405770450141056,36.378271013194265,4.041244969129275,541.0498309594356,0.48795153068305563,4,1,45.0,9,0,12.0,26.0,234,123.88
mosleyjacob@yahoo.com,"PSC 1790, Box 8872
APO AE 01821-4769",Orange,33.66599032199544,12.263717676034362,38.86023443032663,3.13952693504287,469.38314617236114,0.11726396478023045,0,5,115.0,3,0,6.0,19.0,239,116.32
rhaas@yahoo.com,"4502 Jennifer Prairie Suite 029
Lake Jesse, LA 02328-3633",DimGray,31.60983957338964,12.71070130045925,36.16646339192148,2.562818810803233,444.5455496511082,0.4564572454792285,4,6,138.0,14,2,18.0,5.0,223,100.16
antonioharris@hotmail.com,"4307 Nicholas Drive Apt. 259
Ramirezberg, AS 59832",MediumBlue,33.70088553901973,13.471577671948916,37.0716431982524,2.3790764968915394,492.55683370047706,0.3110804436345199,2,9,127.0,12,0,19.0,14.0,119,109.19
austinthomas@gmail.com,"5855 Gross Burgs Suite 169
Ballland, AS 98525",AntiqueWhite,33.81173340621725,11.186808718643787,36.29889307823573,4.301996499354755,535.3216100850124,0.4971859184477202,2,9,140.0,3,1,21.0,32.0,313,129.49
bethsullivan@reed.net,"80500 Mary Corners Apt. 225
Wallsville, ME 80526",Beige,34.33667722314705,11.246812606011584,38.68258378408295,2.0947616690074846,408.9583359406166,0.12951862589415955,0,1,27.0,3,0,17.0,20.0,264,74.21
ncummings@yahoo.com,"344 Jessica Stravenue
New Brian, MA 04730-6761",Beige,31.06132515671613,12.357638107209011,36.16604163340145,4.089330841235956,487.5554580579016,0.3215417137605283,3,1,127.0,9,0,6.0,20.0,207,135.8
hking@hotmail.com,"85181 Christian Courts Suite 758
Larryfurt, MS 38722-6766",PeachPuff,33.06976829928679,11.764325958658198,36.87502580891776,3.5160510174718302,487.64623174384167,0.4877210142476396,1,9,131.0,7,2,15.0,12.0,95,170.81
annstone@hotmail.com,"543 Reynolds Burg
Melindaberg, KY 46631",LightPink,34.60624245261783,11.761883803681748,38.12651979793058,1.8208106181524435,402.1671222237256,0.30923913766805955,2,6,88.0,5,2,12.0,13.0,222,164.02
christopher44@hotmail.com,"549 Anna Avenue
Port Laura, CA 76209-9339",WhiteSmoke,34.23824191192028,11.550300110865926,35.769329630500295,4.183143661726128,551.0230017027826,0.351759455254105,2,0,143.0,2,1,10.0,31.0,276,73.08
autumn88@mendoza-mills.com,"214 Obrien Lakes Suite 572
South Jeremy, KS 52867-7617",MediumOrchid,32.04781463313985,12.482669924970503,35.536024530304154,3.393902788069372,497.38955775884335,0.3782994755938469,3,7,53.0,9,1,12.0,23.0,231,72.39
dhudson@ramos.net,"5661 Grant Centers
Stevensfurt, CT 53959",Olive,30.97167564388777,11.731364294077403,36.074551140168914,4.4263640805293125,494.6386097568927,0.2818164259071093,3,2,172.0,4,2,16.0,28.0,309,90.23
egomez@hotmail.com,"768 Riley Pine Apt. 624
Kellymouth, OK 98992-3108",MistyRose,33.60685082311888,12.21407374586628,37.198427822725975,2.905238361446573,479.2474167840931,0.3510232320336254,4,5,107.0,5,2,21.0,17.0,119,104.16
kimberlyruiz@smith-gordon.com,"503 Adams Pines Apt. 638
North Ashleyside, AZ 34687-6128",DarkRed,33.44812500934655,11.903756682535942,36.87454360467994,2.782757828499416,462.65651893471335,0.3337257247692401,4,8,173.0,4,0,8.0,22.0,268,111.27
mooremichelle@logan.com,"07813 Randy Point
Lake Thomasberg, MO 06013-9920",Pink,33.36938093820547,12.222483941893726,36.35523488364423,3.4470177927906893,515.5024796636585,0.46046320419639564,1,5,55.0,5,2,16.0,11.0,273,151.95
aaron22@gmail.com,"38678 Sean Drive Suite 293
Karentown, IA 78306-2717",DarkGray,33.452295280190306,12.005916370756166,36.53409567089256,4.712233578509766,576.4776071703129,0.11817855213658315,1,8,184.0,7,1,7.0,26.0,64,58.5
michelleshepherd@price.com,"6820 Erica Vista Apt. 418
Brightside, IA 50639",Orchid,32.90469244491627,11.91374515283876,36.058647603220486,1.2281124234144234,357.85798360521926,0.21238527583689215,0,6,39.0,6,0,5.0,14.0,298,55.2
zscott@wright.com,"9909 Hoffman Ranch Suite 195
Scotthaven, SC 53575",PeachPuff,35.63085386109822,12.125401967944384,38.18776368086846,4.019051426800219,597.7398788791847,0.48016459363062347,4,8,61.0,4,1,19.0,17.0,350,108.79
tracy79@wheeler.net,"513 Moore Crescent Apt. 416
Amandaberg, GU 03655-2219",Magenta,32.2463499961189,11.30555143041474,37.13312675937632,1.7073897286757314,327.37795258965207,0.4561055135563665,2,1,164.0,9,0,12.0,21.0,11,154.57
brian28@sanchez.org,"7446 Mary Ferry
Lake Sherryfurt, GA 49066-0207",GhostWhite,34.69559119111866,11.608997070875462,37.68487727530606,3.1630919310737573,510.4013884525048,0.2822627011142852,4,7,58.0,5,2,12.0,31.0,98,79.02
leonardhancock@hotmail.com,"64147 Alexander Station Apt. 474
East Jasonview, MN 83788",SeaShell,34.34392190842758,11.693058197072652,36.81293412550146,3.4470928961368963,510.50147847479735,0.3480530391206147,2,7,174.0,13,1,9.0,5.0,71,146.23
davidsonkathleen@gmail.com,"70128 Zimmerman Overpass
Robertsshire, VA 59860",DarkBlue,33.68093694960616,11.201569884684467,37.83544772741218,2.208813678005546,403.8195198321978,0.21095247319245308,3,1,136.0,3,0,14.0,27.0,364,88.97
nathan84@lowery.net,"01242 Stephanie Ways Suite 003
Churchville, MO 35617",MediumSeaGreen,32.06091439841006,12.625432642053951,35.539142427505084,5.412357839551379,627.603318713015,0.17524846388950455,4,3,89.0,11,0,4.0,14.0,58,182.91
kellydeborah@chan.biz,"354 Sanchez Wall Suite 884
Juliabury, VI 39735",DarkTurquoise,33.431097102487136,13.35063168445937,37.96597162275134,2.768851943263104,510.661792219672,0.2854793619759929,3,6,128.0,8,2,7.0,16.0,290,184.35
lewisjessica@craig-evans.com,"4483 Jones Motorway Suite 872
Lake Jamiefurt, UT 75292",Tan,33.23765998436727,13.566159613087605,36.4179847963968,3.746572973103466,573.8474377162277,0.24134089121042113,1,3,108.0,12,2,16.0,4.0,251,94.59
katrina56@gmail.com,"172 Owen Divide Suite 497
West Richard, CA 19320",PaleVioletRed,34.70252897286158,11.695736293481328,37.1902677104526,3.5765259152594644,529.0490041294304,0.3334624447403488,1,3,25.0,3,2,16.0,13.0,276,84.5
dale88@hotmail.com,"0787 Andrews Ranch Apt. 633
South Chadburgh, TN 56128",Cornsilk,32.64677668060689,11.499409061002083,38.33257633196044,4.958264472618698,551.6201454762476,0.13109385478599395,0,5,97.0,0,1,16.0,20.0,50,111.7
cwilson@hotmail.com,"680 Jennifer Lodge Apt. 808
Brendachester, TX 05000-5873",Teal,33.322501051305466,12.391422991118318,36.84008572976701,2.336484668112853,456.469510066298,0.4897579230664666,4,9,90.0,6,0,5.0,4.0,358,86.08
hannahwilson@davidson.com,"49791 Rachel Heights Apt. 898
East Drewborough, OR 55919-9528",DarkMagenta,33.71598091844986,12.418808324753911,35.771016191612965,2.735159567082275,497.7786422156802,0.4944842977918412,3,5,203.0,6,2,12.0,17.0,216,150.86
